word,negative,positive
cliffnotes,1.0,0.0
excercise,1.0,0.0
colorized,1.0,0.0
femur,1.0,0.0
bel,2.0,6.0
geddes,1.0,4.0
faylen,1.0,0.0
mensch,1.0,1.0
tully,1.0,14.0
thaxter,2.0,0.0
'signature',1.0,0.0
oaters,3.0,1.0
'downloading,1.0,0.0
nancy',1.0,0.0
punishes,3.0,3.0
masturbating,5.0,0.0
sadomasochistic,1.0,1.0
nancy's,6.0,6.0
vaginal,1.0,0.0
'feelings',1.0,0.0
'sensitive,1.0,0.0
side',2.0,1.0
lime,1.0,0.0
lethim,1.0,0.0
theset,1.0,0.0
aliceevans,1.0,0.0
fromteen,1.0,0.0
andill,1.0,0.0
isa,1.0,0.0
apparentlyunengineered,1.0,0.0
onlyintermittently,1.0,0.0
auditory,1.0,2.0
wehave,1.0,0.0
ofrecent,1.0,0.0
marinated,1.0,0.0
gant,7.0,0.0
cavalryman,1.0,0.0
nickname,4.0,5.0
outstripping,1.0,0.0
persevere,2.0,1.0
kiowa,1.0,0.0
misadventures,6.0,9.0
opposites,2.0,7.0
rattlesnakes,1.0,0.0
spiffy,1.0,2.0
beeline,1.0,0.0
squabbling,1.0,1.0
reenactment,1.0,0.0
nauseates,1.0,0.0
hooves,1.0,2.0
pawed,1.0,0.0
slavering,1.0,0.0
brutes,2.0,0.0
compone,1.0,0.0
pikes,1.0,0.0
ghoulish,2.0,1.0
spurring,1.0,0.0
effed,1.0,0.0
calico,1.0,0.0
poncho,1.0,1.0
undies,2.0,2.0
tacks,1.0,2.0
milked,2.0,3.0
mulligan,3.0,9.0
mouthpiece,1.0,1.0
oyster,1.0,0.0
sealer,1.0,0.0
bering,1.0,0.0
prospector,2.0,0.0
santell's,1.0,0.0
susan's,2.0,2.0
lackadaisical,1.0,1.0
trusting,2.0,4.0
westing,1.0,0.0
elga,2.0,0.0
arm's,1.0,0.0
boa,3.0,1.0
orangutang,1.0,0.0
tribe's,1.0,0.0
caucasin,1.0,0.0
moron's,1.0,0.0
wrestled,1.0,1.0
strangly,1.0,0.0
name',2.0,1.0
infect,1.0,2.0
geena,2.0,1.0
see',2.0,1.0
'fatal,1.0,0.0
error',1.0,0.0
zenith,1.0,6.0
petersen,1.0,0.0
thuggish,1.0,0.0
warheads,1.0,0.0
silos,1.0,0.0
kooks,1.0,0.0
newell,1.0,2.0
paled,1.0,0.0
communinity,1.0,0.0
bizare,1.0,0.0
ucsb,1.0,0.0
easygoing,1.0,3.0
plump,10.0,3.0
kornman,2.0,0.0
monogram,2.0,4.0
minuter,1.0,0.0
lonestar,1.0,0.0
carabiners,1.0,0.0
climby,1.0,0.0
lobotomized,1.0,1.0
dolomites,1.0,0.0
moguls,1.0,0.0
dipping,1.0,3.0
castrato,1.0,0.0
d'ya,1.0,0.0
gerbils,1.0,0.0
jang,12.0,0.0
avenues,1.0,0.0
aggressor,2.0,1.0
aggressed,1.0,0.0
quench,2.0,0.0
jang's,1.0,0.0
gojitmal,3.0,0.0
congeal,1.0,0.0
y's,1.0,0.0
rememberable,1.0,0.0
daftly,1.0,0.0
allude,1.0,4.0
quenched,1.0,0.0
clicks,1.0,2.0
presentable,1.0,0.0
starfucker,1.0,1.0
respite,1.0,9.0
evidenced,3.0,2.0
depravation,1.0,0.0
jewelery,1.0,2.0
reattached,1.0,0.0
wud,2.0,0.0
roams,1.0,1.0
suddenness,1.0,1.0
explanatory,1.0,1.0
luigi,2.0,2.0
inevitability,1.0,11.0
pickford,1.0,30.0
bianco,1.0,1.0
characatures,1.0,0.0
knuckles',1.0,0.0
jimmie,1.0,0.0
tattoos',1.0,0.0
spotless,1.0,0.0
netherworld,1.0,0.0
pressures,2.0,15.0
necking,1.0,0.0
unmasking,1.0,2.0
talentwise,1.0,0.0
hypes,1.0,0.0
castings,1.0,0.0
oj's,1.0,0.0
bronco,1.0,0.0
suchlike,1.0,0.0
canton,1.0,0.0
barbeau,3.0,4.0
jockhood,1.0,0.0
scratches,3.0,4.0
coached,2.0,0.0
favourites,2.0,21.0
sookie,1.0,0.0
bathtub,4.0,8.0
montoss,2.0,0.0
kidnapper's,1.0,0.0
cw,1.0,0.0
waverly,1.0,0.0
sumner,2.0,0.0
auberjonois,1.0,0.0
douchebag,1.0,0.0
trowing,1.0,0.0
tomb',1.0,0.0
abanazer,2.0,0.0
panto,1.0,0.0
reunites,1.0,6.0
magician's,1.0,0.0
witchfinders,1.0,0.0
magicians,2.0,2.0
helga,2.0,7.0
paunchy,1.0,0.0
herschell,2.0,1.0
labourer,1.0,1.0
carribien,1.0,0.0
'thump,1.0,0.0
cosas,1.0,1.0
nostras,1.0,0.0
capos,1.0,0.0
platonic,1.0,3.0
authorship,1.0,0.0
emote,2.0,1.0
'passionate',1.0,0.0
drainboard,1.0,0.0
mancini,1.0,0.0
platter,2.0,1.0
simultaneous,1.0,2.0
concisely,1.0,1.0
expositories,1.0,0.0
robt,1.0,0.0
fredos,1.0,0.0
sicily,3.0,0.0
banco,1.0,0.0
vaticani,1.0,0.0
grieve,1.0,2.0
guilliani,1.0,0.0
enterprises,2.0,0.0
indulgences,1.0,1.0
statutes,1.0,0.0
keel,1.0,0.0
mopping,1.0,0.0
leavenworth,1.0,0.0
dons,1.0,3.0
praskins,1.0,0.0
oversee,1.0,3.0
closures,1.0,1.0
moran's,1.0,1.0
solvency,1.0,0.0
publications,1.0,2.0
prosperity,3.0,0.0
airtime,1.0,0.0
powerpuff,3.0,0.0
wishful,1.0,5.0
haim,3.0,3.0
'just,1.0,5.0
cheerleading,1.0,0.0
completion,1.0,4.0
'gammera',1.0,0.0
hibernation,1.0,0.0
abc's,3.0,7.0
faddish,1.0,0.0
heightens,1.0,4.0
version's,1.0,1.0
noriaki,1.0,0.0
yuasa,1.0,0.0
dekker,1.0,1.0
baragrey,1.0,0.0
'steve',2.0,0.0
charlotte's,2.0,1.0
this's,1.0,0.0
cst,1.0,0.0
sombre,3.0,7.0
isles,1.0,3.0
trasforms,1.0,0.0
brothels,2.0,2.0
'ice,1.0,3.0
alex',1.0,0.0
'cape,1.0,0.0
fear',1.0,2.0
'country,2.0,1.0
dance',2.0,1.0
triangular,1.0,1.0
ferguson,1.0,3.0
hilary's,1.0,0.0
fibre',1.0,0.0
disillusionment,3.0,5.0
'lawrence,2.0,0.0
arabia',2.0,0.0
'upper,1.0,0.0
year',1.0,0.0
charles's,1.0,1.0
'brotherly,1.0,0.0
love',1.0,5.0
bbfc,1.0,1.0
motivates,2.0,5.0
aproned,1.0,0.0
'hero',1.0,2.0
differed,1.0,1.0
gruesomeness,1.0,1.0
au,2.0,3.0
scalethank,1.0,0.0
sirbossman,1.0,0.0
adriatic,1.0,0.0
count's,1.0,0.0
madperson,1.0,0.0
floodlights,1.0,0.0
chernitsky,1.0,0.0
thunderstorms,1.0,0.0
glazing,1.0,0.0
'daft',1.0,0.0
upright,2.0,2.0
striven,1.0,0.0
reservations,1.0,8.0
ingratiate,1.0,2.0
incongruously,1.0,0.0
'baby',1.0,0.0
stubble,1.0,0.0
breastfeed,1.0,0.0
scatology,2.0,1.0
'family,1.0,1.0
entertainment',1.0,0.0
housebound,1.0,0.0
fmv,1.0,0.0
mosely,1.0,0.0
gosford,2.0,2.0
gloaming,1.0,0.0
insistent,2.0,2.0
gamma,2.0,0.0
klingons,1.0,2.0
ncc,1.0,0.0
pilliar,1.0,0.0
majel,1.0,0.0
precedents,1.0,0.0
'baptists,3.0,0.0
barbecue',3.0,0.0
vuissa,1.0,0.0
solidarity,1.0,0.0
unopened,1.0,0.0
unwelcoming,1.0,0.0
merkley,2.0,0.0
tartan,2.0,0.0
boomers,1.0,4.0
riot's,1.0,0.0
grunge,1.0,0.0
nirvana,1.0,3.0
soundgarden,1.0,0.0
gurantee,1.0,0.0
somnambulant,1.0,0.0
groovie,1.0,0.0
ghoulie,1.0,0.0
abode,2.0,1.0
onstage,5.0,6.0
auditioned,4.0,0.0
irl,1.0,0.0
beefing,1.0,0.0
rethought,1.0,0.0
childhood's,1.0,0.0
burge,2.0,0.0
tiredly,1.0,0.0
hornaday's,1.0,0.0
bennett',1.0,0.0
johnston,1.0,9.0
bebe,1.0,2.0
undergrad,2.0,0.0
ciano,2.0,0.0
mussolini,2.0,7.0
edda,1.0,0.0
venezuelan,5.0,9.0
reviewyou,1.0,0.0
gooey,4.0,0.0
overconfidence,1.0,1.0
toured,1.0,0.0
fat',1.0,0.0
boffing,2.0,0.0
homeliest,1.0,0.0
dissuades,1.0,0.0
victor's,2.0,6.0
nymph,2.0,2.0
marte,1.0,3.0
abuelita,1.0,0.0
altagracia,1.0,2.0
nino,4.0,1.0
silvestre,1.0,2.0
krystal,1.0,1.0
arise,1.0,7.0
judy's,2.0,1.0
melonie,1.0,1.0
comb,1.0,2.0
wooing,1.0,3.0
nicki,1.0,1.0
conservatively,2.0,0.0
attained,2.0,0.0
won'targue,1.0,0.0
sollett,1.0,6.0
vargas's,1.0,0.0
cologne,1.0,0.0
splendorous,1.0,0.0
chipped,1.0,0.0
sollett's,2.0,1.0
summarized,2.0,4.0
ethnicity's,1.0,0.0
applicability,1.0,1.0
genesis,1.0,13.0
introspection,1.0,4.0
luv,1.0,2.0
mah,2.0,0.0
cheen,1.0,0.0
grits,1.0,1.0
remixed,1.0,0.0
rollnecks,1.0,0.0
grooving,1.0,0.0
vindicated,1.0,1.0
disintegration,2.0,1.0
chauvinistic,3.0,3.0
procrastinate,1.0,0.0
pliant,1.0,0.0
mover,1.0,1.0
elvis's,3.0,2.0
jailhouse,2.0,0.0
creole,1.0,0.0
gingernuts,1.0,0.0
motorway,1.0,0.0
stiffest,1.0,0.0
hogtied,1.0,0.0
choise,1.0,0.0
supermans,3.0,0.0
disorienting,3.0,2.0
shoddier,1.0,0.0
decomposition,1.0,0.0
devourer,1.0,0.0
pumping,2.0,3.0
speculated,1.0,0.0
slapi,1.0,0.0
spano,1.0,2.0
cedar,1.0,0.0
loonier,1.0,0.0
doogie,1.0,0.0
howser,1.0,0.0
unhappily,3.0,4.0
krista's,1.0,0.0
melinda's,1.0,0.0
ron's,1.0,0.0
golightly,1.0,0.0
relocating,1.0,0.0
pausing,3.0,2.0
showmanship,2.0,1.0
proposed,2.0,6.0
tomas,4.0,1.0
tereza,6.0,0.0
sabina,6.0,0.0
impersonated,1.0,1.0
professions,1.0,2.0
incentives,1.0,0.0
temptations,3.0,4.0
metropoly,1.0,0.0
tout,1.0,2.0
photoshoot,1.0,0.0
insecurities,1.0,11.0
revised,1.0,2.0
switzerland's,1.0,0.0
carrera,1.0,2.0
koch,6.0,1.0
absolve,2.0,0.0
aegerter,1.0,0.0
winiger,1.0,0.0
bluntschi,1.0,0.0
preadolescent,1.0,0.0
rima,1.0,1.0
kc,1.0,0.0
katia,1.0,0.0
koslovska,1.0,0.0
plummer's,1.0,1.0
eel,1.0,1.0
nyu,1.0,0.0
dropout,1.0,0.0
dandelion,1.0,0.0
robards,3.0,2.0
jonathn,1.0,0.0
pryce,3.0,2.0
acquaintaces,1.0,0.0
ballon,1.0,0.0
coogan,1.0,0.0
pastor's,1.0,0.0
camerons,1.0,0.0
shilling,1.0,0.0
insidious,4.0,0.0
moveiegoing,1.0,0.0
persists,1.0,4.0
hortyon,1.0,0.0
uncles,1.0,2.0
nadija,1.0,0.0
weawwy,1.0,0.0
awfuwwy,1.0,0.0
weg,1.0,0.0
wamb,1.0,0.0
woodpecker,1.0,0.0
elmer's,1.0,2.0
achilles,2.0,9.0
hector,5.0,5.0
bana,2.0,0.0
'consumer,1.0,0.0
approval',1.0,0.0
agamemnon,1.0,5.0
'lack',1.0,0.0
pyres,1.0,0.0
delete,1.0,1.0
myl,1.0,0.0
demongeot,3.0,0.0
womanizer,3.0,3.0
niven's,1.0,2.0
sunnier,1.0,0.0
rinal,1.0,0.0
preminger's,2.0,9.0
laurents,1.0,0.0
acidic,1.0,4.0
suitor,3.0,4.0
martita,1.0,0.0
apologized,1.0,2.0
leway,1.0,0.0
anual,1.0,0.0
mustn't,1.0,0.0
insectoid,2.0,0.0
cavernous,1.0,1.0
annex,2.0,0.0
slats,1.0,0.0
drooping,1.0,0.0
imported,2.0,2.0
mouthburster,1.0,0.0
fornicating,1.0,0.0
maintenance,1.0,0.0
cocoons,1.0,0.0
outage,1.0,0.0
cootie,1.0,0.0
damp,1.0,0.0
molded,1.0,1.0
manufacture,1.0,0.0
pools,2.0,2.0
conaway's,1.0,0.0
title's,1.0,0.0
'slam,1.0,0.0
dunk',1.0,0.0
enchanced,1.0,0.0
stunners,1.0,0.0
jay's,1.0,1.0
orginal,1.0,0.0
riski,1.0,0.0
zombiefest,1.0,0.0
scarefests,1.0,0.0
insinuated,1.0,0.0
speedway,1.0,1.0
bawdy,1.0,5.0
thundercloud,1.0,0.0
chieftain,1.0,3.0
'western',1.0,0.0
'destruction,1.0,0.0
house',4.0,4.0
naughton's,1.0,0.0
brackish,1.0,0.0
definate,1.0,1.0
endulge,1.0,0.0
'clerks',1.0,0.0
'el,1.0,0.0
mariachi',1.0,0.0
'la,1.0,2.0
taqueria',1.0,0.0
congresswoman,2.0,0.0
chairwoman,1.0,0.0
honorary,1.0,3.0
joan's,5.0,2.0
unmistakable,1.0,3.0
merrill,3.0,18.0
handsomest,1.0,1.0
woodie,1.0,0.0
butchest,1.0,0.0
alecky,1.0,0.0
dismiss,3.0,15.0
alma,2.0,0.0
clara,3.0,26.0
arithmetic,1.0,0.0
plumber,1.0,1.0
lohman,1.0,2.0
mononoke,2.0,4.0
miyazaki,2.0,19.0
nausicaa,5.0,10.0
miyazaki's,2.0,8.0
ruthlessly,2.0,4.0
tolmekians,1.0,0.0
hisaichi,2.0,0.0
keyboards,1.0,1.0
soulseek,1.0,0.0
worshipers,1.0,0.0
allowances,1.0,1.0
sinden,1.0,0.0
songwriter,3.0,8.0
publisher's,1.0,0.0
waddle,1.0,0.0
kissinger,1.0,2.0
superpeople,1.0,0.0
maneur,1.0,0.0
luther's,2.0,0.0
lana,5.0,4.0
supermoral,1.0,0.0
superpowerman,1.0,0.0
supermortalman,1.0,0.0
sneezes,1.0,0.0
ineresting,1.0,0.0
nemesis',1.0,0.0
glob,1.0,0.0
mandate,1.0,0.0
villains',1.0,2.0
superbrains,1.0,0.0
froze,1.0,1.0
lunges,1.0,0.0
premeditation,1.0,0.0
kyrptonite,1.0,0.0
bloodstream,1.0,0.0
spores,6.0,0.0
averted,1.0,0.0
poupon,1.0,0.0
stein's,2.0,0.0
maher's,1.0,0.0
simplicity's,1.0,0.0
denom,1.0,0.0
objectivist,1.0,0.0
hume,1.0,1.0
doctorates,1.0,0.0
credentialed,1.0,0.0
theocratic,1.0,0.0
persecutions,1.0,0.0
totalitarian,2.0,2.0
secularism,1.0,0.0
humanism's,1.0,0.0
gazelles,1.0,0.0
disproving,1.0,0.0
refuting,1.0,0.0
overlaid,1.0,1.0
stacking,1.0,2.0
anorectic,1.0,0.0
qualls,2.0,0.0
wast,2.0,0.0
mutter,1.0,0.0
vulgarly,1.0,0.0
franticly,1.0,0.0
drifty,1.0,0.0
aluminum,2.0,0.0
roms,2.0,0.0
oogling,1.0,0.0
pigeonholed,1.0,0.0
ruffin,1.0,0.0
ez,2.0,0.0
musician's,1.0,0.0
lr's,1.0,0.0
lakhan,3.0,0.0
bhaiyyaji,3.0,0.0
viay,1.0,0.0
publicised,1.0,0.0
mohabbatein,1.0,0.0
extenuating,1.0,0.0
sanjiv's,1.0,0.0
breakdance,1.0,1.0
lathan's,1.0,0.0
'breakin',1.0,0.0
'burners',1.0,0.0
bro',1.0,0.0
'hip,1.0,1.0
hop',1.0,0.0
lathan,1.0,0.0
'fresh',1.0,1.0
eradicator,1.0,0.0
terminates,1.0,0.0
swiftly,1.0,4.0
doffs,1.0,0.0
tunic,1.0,1.0
impregnates,2.0,0.0
uhhhh,1.0,0.0
workplace,2.0,1.0
threateningly,1.0,1.0
extrapolating,1.0,0.0
paraphrasing,2.0,3.0
extant,1.0,1.0
grafted,2.0,0.0
luridly,1.0,1.0
whispered,1.0,2.0
istvan,2.0,0.0
szabo,2.0,0.0
whisperer',1.0,0.0
finals,1.0,2.0
smarmiess,1.0,0.0
es,2.0,9.0
soldiering,1.0,0.0
mumu,2.0,0.0
cuckoo,1.0,3.0
leelee,1.0,0.0
sobieski,1.0,0.0
plummeting,1.0,0.0
brawl,2.0,12.0
whyfore,1.0,0.0
mercutio,2.0,0.0
benvolio,2.0,0.0
professed,2.0,2.0
plasma,1.0,2.0
moviedo,1.0,0.0
mangeshkar,1.0,2.0
meena,1.0,5.0
kumari,1.0,5.0
amrohi,1.0,3.0
fourths,1.0,1.0
sequitur,2.0,0.0
leif,2.0,2.0
jonker,1.0,0.0
riki,1.0,0.0
slating,1.0,0.0
implant,1.0,2.0
gary's,3.0,0.0
umbilical,1.0,0.0
feasible,1.0,2.0
muder,1.0,0.0
sportsmen,1.0,0.0
shucks,1.0,1.0
stun,3.0,2.0
thrice,1.0,0.0
goldmember,1.0,0.0
crap's,1.0,0.0
bastion,3.0,1.0
sailors,4.0,10.0
collapsing,2.0,5.0
loin,2.0,5.0
cloths,1.0,0.0
nonplussed,1.0,1.0
valuables,1.0,2.0
humanitarian,1.0,0.0
chalant,1.0,0.0
bony,1.0,0.0
radiating,2.0,2.0
fatales,1.0,2.0
unsuitable,1.0,4.0
flooding,1.0,2.0
webster,1.0,6.0
cheerless,1.0,1.0
limply,1.0,0.0
nanjing,1.0,0.0
compromises,1.0,3.0
draftees,2.0,1.0
pivot,1.0,0.0
softies,1.0,0.0
stoicism,1.0,3.0
diplomatic,1.0,4.0
zeke,1.0,0.0
sydow,6.0,8.0
receptionist,1.0,3.0
fussy,1.0,6.0
professorial,1.0,1.0
toupee,1.0,3.0
copier,1.0,0.0
sympathetically,2.0,4.0
cultured,3.0,6.0
metro,2.0,7.0
purveying,1.0,0.0
dismissable,1.0,0.0
telecommunicational,1.0,0.0
rimless,1.0,0.0
peacoat,1.0,0.0
pea,2.0,0.0
denim,2.0,0.0
ambivalent,2.0,2.0
housemann's,1.0,0.0
leni,1.0,0.0
riefenstahl's,1.0,0.0
ominously,1.0,3.0
environmentalist,1.0,1.0
outsource,1.0,0.0
envirojudgementalism,1.0,0.0
wagging,1.0,0.0
shrug,3.0,4.0
labeling,1.0,1.0
gateway,1.0,6.0
deflected,2.0,0.0
hypocrite,1.0,4.0
audit,1.0,1.0
envirofascist,1.0,0.0
bantering,1.0,1.0
speedman,4.0,0.0
interstate,1.0,1.0
tee,3.0,2.0
initiated,3.0,1.0
villainizing,2.0,0.0
saturdays,1.0,1.0
wongo,1.0,0.0
hygienist,1.0,1.0
paperweight,1.0,0.0
artists',1.0,1.0
gollywood's,1.0,0.0
observance,1.0,0.0
brewsters,1.0,0.0
raindeer,1.0,0.0
charnier,6.0,0.0
anothwer,1.0,0.0
grudges,1.0,0.0
bro,2.0,1.0
takin,1.0,0.0
peeking,1.0,3.0
enhancing,1.0,4.0
sharma,3.0,7.0
teesri,1.0,1.0
aankh,1.0,0.0
medias,1.0,0.0
haneke,1.0,2.0
denouncing,1.0,1.0
'fill,1.0,0.0
recounts,2.0,3.0
meyler,1.0,0.0
dubiel,1.0,0.0
cambell,1.0,3.0
chretien,1.0,0.0
troyes,1.0,0.0
percival,1.0,0.0
ungallant,1.0,0.0
churl,1.0,0.0
francophiles,1.0,0.0
arthuriophiles,1.0,0.0
engrossment,1.0,0.0
banner,2.0,2.0
engrossed',1.0,0.0
kapoor's,3.0,2.0
resourses,1.0,0.0
jhoom,4.0,0.0
barabar,2.0,0.0
aaja,1.0,0.0
nachle,1.0,0.0
falak,1.0,0.0
tak,1.0,2.0
chal,1.0,0.0
hilly,2.0,1.0
ladakh,2.0,0.0
haridwar,1.0,0.0
dicky,2.0,0.0
responsibilities,3.0,6.0
hampers,1.0,2.0
soaper,1.0,2.0
mcnicol,6.0,0.0
invalid,4.0,4.0
blinking,2.0,2.0
chalantly,1.0,0.0
hump,3.0,0.0
shunned,1.0,10.0
shyness,2.0,1.0
flute,5.0,10.0
nervousness,2.0,1.0
quasimodo,3.0,0.0
cutish,1.0,0.0
carradines,2.0,0.0
kennedys,1.0,1.0
nepotists,1.0,0.0
akshey,3.0,0.0
dupia,1.0,2.0
pheri,6.0,3.0
preetam,1.0,0.0
childrens,3.0,1.0
teen's,1.0,0.0
nishaabd,1.0,0.0
intermission,2.0,1.0
maddox,4.0,1.0
communications,3.0,7.0
maddox's,1.0,0.0
bueller,1.0,4.0
'mountains',1.0,0.0
cancellation,2.0,3.0
hellbent,3.0,0.0
dragonball,1.0,3.0
cn,1.0,0.0
chowder,1.0,0.0
flapjack,2.0,0.0
mandark,2.0,0.0
dookie,2.0,1.0
dookie's,1.0,0.0
satisfyingly,1.0,3.0
'fat',1.0,0.0
obesity,1.0,0.0
videogames,1.0,2.0
'dudes',2.0,0.0
suprises,1.0,0.0
shae,4.0,0.0
samhain,2.0,10.0
licious,1.0,0.0
haggis,1.0,1.0
chili,1.0,0.0
carne,1.0,6.0
chabon,1.0,0.0
kavalier,1.0,0.0
rawson,1.0,0.0
thurber,1.0,0.0
dodgeball,1.0,1.0
tate,1.0,7.0
saarsgard,2.0,0.0
sienna,1.0,2.0
suvari,2.0,0.0
bechstein,1.0,0.0
economics,1.0,5.0
phlox,3.0,0.0
violinist,1.0,1.0
indelible,1.0,4.0
reoccurring,1.0,1.0
concerts,3.0,5.0
shackles,1.0,1.0
passions,3.0,11.0
unpatriotic,1.0,0.0
lagaan,1.0,1.0
skirmishes,1.0,0.0
lovesickness,1.0,0.0
chummy,1.0,0.0
unmindful,1.0,1.0
cocksure,1.0,0.0
melodious,1.0,5.0
sanjay,2.0,4.0
dutt,1.0,0.0
newbies,1.0,1.0
khanna,1.0,5.0
bajpai,1.0,3.0
ashutosh,1.0,0.0
rana,1.0,0.0
zyada,1.0,0.0
musalman,1.0,0.0
hindusthan,1.0,0.0
mcs,1.0,0.0
bcs,1.0,0.0
cs,5.0,0.0
loc,4.0,1.0
runnin',1.0,0.0
fightin',1.0,0.0
flexing,1.0,0.0
denounced,1.0,4.0
affiliation,1.0,1.0
'someone',1.0,0.0
'gypsy,1.0,1.0
curse',1.0,0.0
structural,2.0,5.0
phenomenally,2.0,2.0
comforts,2.0,9.0
gamin,1.0,1.0
smothered,2.0,1.0
lois's,1.0,0.0
latently,1.0,0.0
hoist,1.0,1.0
jor,2.0,0.0
crucifixion,3.0,1.0
rename,2.0,0.0
dunce,1.0,0.0
zam,1.0,0.0
whap,1.0,0.0
fined,1.0,0.0
'jin,1.0,0.0
takeshi,1.0,1.0
kaneshiro,1.0,0.0
gelatinous,1.0,2.0
purile,1.0,0.0
adle,1.0,0.0
need',1.0,1.0
'foppish,1.0,0.0
actor',1.0,0.0
matchstick,1.0,0.0
guetary,3.0,5.0
indefinitely,1.0,1.0
embodies,1.0,6.0
lise,3.0,5.0
indignant,2.0,0.0
glares,1.0,0.0
disentangling,1.0,0.0
caron's,1.0,2.0
chaplinesque,1.0,1.0
naivete,1.0,3.0
levant's,1.0,4.0
grumpiness,1.0,1.0
aaip,1.0,0.0
stairway,1.0,12.0
vlad,1.0,1.0
hocked,1.0,1.0
pleasingly,1.0,6.0
prinze,1.0,0.0
'seducing',1.0,0.0
'falling',1.0,0.0
occaisional,1.0,1.0
elite's,1.0,0.0
hellbound,1.0,1.0
expunged,1.0,0.0
egomaniacal,1.0,0.0
surveys,1.0,0.0
automatics,1.0,0.0
miscreant,1.0,1.0
violations,1.0,0.0
roosevelt's,1.0,1.0
crispin's,1.0,0.0
kounen's,1.0,0.0
dobermann,1.0,0.0
benkei,2.0,9.0
shanao,2.0,4.0
demonstrations,1.0,2.0
socialists,3.0,1.0
gto,1.0,0.0
kintaro,1.0,0.0
hirohisa,1.0,0.0
'pissible',1.0,0.0
sizzle,1.0,2.0
anklet,1.0,0.0
bracelet,1.0,8.0
ciggy,1.0,0.0
fingertip,1.0,0.0
upchucking,1.0,0.0
garloupis,1.0,0.0
sighted,1.0,5.0
amuck,1.0,1.0
alka,1.0,0.0
falters,4.0,3.0
validated,2.0,1.0
mesa,1.0,0.0
contradictive,1.0,2.0
resistable,1.0,0.0
lowell,6.0,3.0
warmhearted,1.0,0.0
tamping,1.0,0.0
conventionality,1.0,1.0
footed,1.0,7.0
halfhearted,1.0,0.0
langoria,1.0,0.0
'splainin',1.0,0.0
chirstmastime,1.0,0.0
hermann,1.0,3.0
braun,1.0,6.0
metallic,1.0,2.0
doiiing,1.0,0.0
autopsies,2.0,0.0
inquired,1.0,0.0
squishing,1.0,1.0
thorsen's,1.0,0.0
thorsen,1.0,0.0
rhee,1.0,0.0
be's,1.0,0.0
junction,1.0,1.0
rapidshare,1.0,0.0
parinda,3.0,1.0
deepa,1.0,0.0
mehta,1.0,0.0
sudhir,1.0,0.0
mishra,2.0,0.0
chong's,1.0,5.0
technicians,1.0,3.0
'whaaaa,1.0,0.0
'noooo,1.0,0.0
'put,1.0,0.0
infrared,2.0,0.0
sprinkler,1.0,0.0
lowers,2.0,2.0
angrier,3.0,0.0
gratuitious,1.0,0.0
insightfulness,1.0,0.0
trimming,1.0,1.0
lasser,1.0,3.0
thoes,1.0,1.0
inescapeable,1.0,0.0
gunmen,2.0,3.0
railing,3.0,2.0
quantities,1.0,1.0
chace,4.0,0.0
anulka,2.0,0.0
boudoir,1.0,0.0
disrobe,2.0,1.0
ramon,2.0,10.0
larraz,3.0,0.0
carpathians,1.0,0.0
dine,2.0,2.0
juicier,1.0,0.0
bessie,2.0,1.0
cohesiveness,2.0,0.0
villaness,1.0,0.0
loincloth,3.0,1.0
scrapping,1.0,0.0
galleries,1.0,1.0
distortions,4.0,2.0
'sins,2.0,0.0
consumerism',2.0,0.0
'reverend,2.0,0.0
billy',2.0,0.0
talen,1.0,0.0
'tax,2.0,0.0
deductible',2.0,0.0
commercialized,1.0,0.0
affords,1.0,4.0
perseverance,1.0,3.0
monopolies,1.0,0.0
responsibly,1.0,1.0
stratification,1.0,0.0
proximity,1.0,6.0
pimple,1.0,0.0
fixture,1.0,0.0
gabriele,2.0,5.0
muccino's,1.0,0.0
rritu's,1.0,0.0
amores,1.0,4.0
perros,1.0,4.0
textured,1.0,3.0
charactures,1.0,0.0
gamble,3.0,7.0
sinise,2.0,0.0
delaware,1.0,0.0
goodloe,1.0,0.0
mooted,1.0,0.0
misshapenly,1.0,0.0
disjointedness,1.0,0.0
pithy,1.0,2.0
sweeter,1.0,0.0
satyricon,1.0,0.0
preparatory,1.0,1.0
heroine's,2.0,0.0
pacino's,3.0,9.0
demotivated,1.0,0.0
knack,5.0,10.0
northeast,1.0,2.0
starbucks,1.0,0.0
misnomered,1.0,0.0
nourishment,2.0,0.0
maturation,2.0,0.0
luminescent,1.0,0.0
sonorous,1.0,1.0
occupant,1.0,3.0
ireland's,2.0,0.0
stank,2.0,1.0
amityville,2.0,2.0
bolliwood,1.0,0.0
realllllllly,1.0,0.0
soliloquies,2.0,1.0
hernand,1.0,0.0
axl,1.0,0.0
indigenous,1.0,3.0
felled,1.0,0.0
colonization,1.0,0.0
warbirds,1.0,0.0
solider,1.0,0.0
viet,1.0,2.0
conceits,2.0,2.0
electorate,1.0,0.0
unites,1.0,1.0
d'etat,1.0,4.0
mcinally's,1.0,0.0
spongeworthy,1.0,0.0
baker's,5.0,6.0
unwatchability,1.0,0.0
piloted,1.0,2.0
neweyes,5.0,0.0
grants,3.0,4.0
screweyes,4.0,4.0
crows,2.0,1.0
envelop,1.0,1.0
stiffen,1.0,0.0
franchot,1.0,8.0
tone's,1.0,1.0
draaaaaaaawl,1.0,0.0
pusser,5.0,1.0
svenson,4.0,1.0
svenon,1.0,0.0
should'nt,1.0,1.0
pusser's,1.0,0.0
